user_id,country,user_segment,registration_date,status
USR_0184,Mexico,enterprise,2024-02-19,active
USR_0185,Mexico,enterprise,2023-09-10,active
USR_0186,Mexico,retail,2023-12-05,active
USR_0187,Mexico,retail,2023-09-23,active
USR_0188,Mexico,retail,2023-12-06,active
USR_0189,Mexico,enterprise,2024-06-12,active
USR_0190,Colombia,sme,2024-09-03,active
USR_0191,Mexico,sme,2024-12-22,inactive
USR_0192,Colombia,sme,2024-02-21,active
USR_0193,Mexico,retail,2024-12-29,active
USR_0194,Colombia,retail,2024-09-26,active
USR_0195,Mexico,retail,2023-11-15,active
USR_0196,Mexico,retail,2024-03-05,active
USR_0197,Mexico,retail,2023-12-20,active
USR_0198,Colombia,sme,2024-11-01,active
USR_0199,Mexico,retail,2023-09-26,active
USR_0200,Mexico,retail,2024-03-31,active
USR_0201,Colombia,sme,2024-10-14,active
USR_0202,Mexico,sme,2023-10-19,active
USR_0203,Mexico,enterprise,2024-07-28,active
USR_0204,Colombia,sme,2024-08-01,active
USR_0205,Mexico,sme,2023-09-15,inactive
USR_0206,Mexico,retail,2024-01-06,active
USR_0207,Colombia,sme,2023-08-18,active
USR_0208,Colombia,retail,2024-12-15,active
USR_0209,Mexico,retail,2024-04-16,active
USR_0210,Mexico,retail,2024-03-24,inactive
USR_0211,Mexico,enterprise,2024-08-08,active
USR_0212,Colombia,sme,2023-10-10,inactive
USR_0213,Mexico,retail,2024-12-23,active
USR_0214,Mexico,sme,2024-01-26,inactive
USR_0215,Mexico,sme,2023-09-12,active
USR_0216,Mexico,retail,2024-05-13,active
USR_0217,Colombia,sme,2023-07-16,active
USR_0218,Colombia,enterprise,2024-12-25,active
USR_0219,Mexico,retail,2024-03-21,active
USR_0220,Mexico,retail,2024-07-21,active
USR_0221,Mexico,retail,2024-10-06,active
USR_0222,Mexico,enterprise,2024-04-11,active
USR_0223,Mexico,retail,2023-10-28,inactive
USR_0224,Colombia,retail,2024-09-01,active
USR_0225,Colombia,sme,2023-12-28,active
USR_0226,Colombia,retail,2024-07-11,active
USR_0227,Colombia,sme,2024-07-18,active
USR_0228,Mexico,retail,2024-02-03,active
USR_0229,Colombia,sme,2024-04-07,active
USR_0230,Colombia,retail,2023-11-13,active
USR_0231,Colombia,enterprise,2024-12-13,inactive
USR_0232,Colombia,retail,2024-05-12,inactive
USR_0233,Colombia,retail,2023-09-07,active
USR_0234,Colombia,enterprise,2024-09-15,active
USR_0235,Mexico,retail,2024-09-28,inactive
USR_0236,Mexico,retail,2024-12-30,active
USR_0237,Mexico,sme,2023-08-30,active
USR_0238,Mexico,sme,2024-04-23,active
USR_0239,Colombia,enterprise,2024-02-02,active
USR_0240,Mexico,enterprise,2024-07-12,active
USR_0241,Colombia,sme,2023-09-05,active
USR_0242,Mexico,retail,2024-05-22,inactive
USR_0243,Mexico,sme,2024-09-28,inactive
USR_0244,Mexico,retail,2023-12-23,active
USR_0245,Colombia,retail,2024-10-20,inactive
USR_0246,Colombia,sme,2024-09-07,inactive
USR_0247,Mexico,sme,2024-02-14,active
USR_0248,Mexico,enterprise,2024-10-12,active
USR_0249,Mexico,sme,2024-08-06,active
USR_0250,Mexico,sme,2023-09-08,inactive
USR_0251,Mexico,retail,2023-11-23,active
USR_0252,Colombia,sme,2024-12-04,active
USR_0253,Mexico,sme,2024-03-02,active
USR_0254,Colombia,retail,2024-02-14,active
USR_0255,Mexico,sme,2024-12-31,active
USR_0256,Mexico,retail,2023-10-23,active
USR_0257,Mexico,enterprise,2024-03-29,active
USR_0258,Mexico,retail,2024-01-29,active
USR_0259,Colombia,retail,2023-08-24,active
USR_0260,Colombia,retail,2024-03-30,active
USR_0261,Mexico,retail,2023-07-28,active
USR_0262,Colombia,retail,2024-01-24,active
USR_0263,Colombia,retail,2024-04-15,active
USR_0264,Mexico,enterprise,2024-01-13,active
USR_0265,Mexico,sme,2024-11-05,active
USR_0266,Colombia,enterprise,2023-07-25,active
USR_0267,Colombia,enterprise,2023-11-04,active
USR_0268,Colombia,sme,2023-09-02,active
USR_0269,Mexico,retail,2024-09-15,active
USR_0270,Colombia,sme,2024-04-09,active
USR_0271,Colombia,retail,2024-06-22,active
USR_0272,Colombia,retail,2024-12-02,active
USR_0273,Colombia,retail,2024-08-08,active
USR_0274,Mexico,retail,2024-04-28,active
USR_0275,Colombia,retail,2024-10-30,active
USR_0276,Mexico,sme,2024-08-04,active
USR_0277,Mexico,retail,2023-09-21,active
USR_0278,Mexico,enterprise,2024-08-31,active
USR_0279,Mexico,retail,2024-10-23,active
USR_0280,Mexico,sme,2024-02-12,inactive
USR_0281,Mexico,retail,2024-07-06,active
USR_0282,Mexico,sme,2024-09-05,active
USR_0283,Mexico,retail,2024-08-21,active
USR_0284,Colombia,sme,2024-08-09,active
USR_0285,Colombia,retail,2024-05-24,active
USR_0286,Colombia,retail,2024-12-04,active
USR_0287,Colombia,sme,2023-10-01,active
USR_0288,Mexico,sme,2024-08-02,active
USR_0289,Colombia,sme,2024-07-29,active
USR_0290,Mexico,sme,2023-12-31,active
USR_0291,Mexico,sme,2023-07-25,active
USR_0292,Mexico,retail,2024-10-20,inactive
USR_0293,Colombia,sme,2023-08-28,active
USR_0294,Mexico,retail,2024-02-10,active
USR_0295,Mexico,enterprise,2023-11-26,active
USR_0296,Colombia,sme,2023-08-27,active
USR_0297,Mexico,retail,2023-11-21,inactive
USR_0298,Colombia,enterprise,2023-08-13,active
USR_0299,Mexico,sme,2024-03-22,active
USR_0300,Colombia,enterprise,2024-12-21,active
USR_0301,Colombia,retail,2023-10-19,inactive
USR_0302,Colombia,retail,2023-11-12,active
USR_0303,Colombia,sme,2023-12-11,active
USR_0304,Mexico,retail,2023-08-28,active
USR_0305,Colombia,sme,2024-01-07,inactive
USR_0306,Mexico,sme,2024-10-31,inactive
USR_0307,Colombia,sme,2024-01-01,active
USR_0308,Colombia,sme,2024-11-05,active
USR_0309,Colombia,sme,2024-06-22,active
USR_0310,Mexico,sme,2024-06-17,active
USR_0311,Colombia,retail,2024-07-26,active
USR_0312,Mexico,enterprise,2023-08-21,active
USR_0313,Mexico,sme,2024-11-28,active
USR_0314,Mexico,enterprise,2023-08-21,active
USR_0315,Mexico,retail,2024-11-24,active
USR_0316,Mexico,enterprise,2023-09-02,active
USR_0317,Colombia,retail,2023-09-17,inactive
USR_0318,Colombia,enterprise,2023-07-23,active
USR_0319,Mexico,sme,2024-11-06,active
USR_0320,Mexico,sme,2023-09-05,active
USR_0321,Colombia,retail,2024-03-20,active
USR_0322,Mexico,retail,2024-10-12,active
USR_0323,Colombia,retail,2023-09-16,inactive
USR_0324,Colombia,retail,2023-09-29,active
USR_0325,Mexico,sme,2024-03-13,active
USR_0326,Mexico,retail,2024-08-31,active
USR_0327,Mexico,sme,2023-10-16,active
USR_0328,Mexico,sme,2023-08-04,active
USR_0329,Colombia,retail,2024-03-09,active
USR_0330,Mexico,sme,2024-04-05,active
USR_0331,Mexico,retail,2023-10-28,inactive
USR_0332,Mexico,retail,2023-08-02,active
USR_0333,Mexico,sme,2024-01-12,active
USR_0334,Mexico,sme,2023-10-10,active
USR_0335,Mexico,sme,2024-04-29,active
USR_0336,Colombia,enterprise,2023-12-15,active
USR_0337,Mexico,enterprise,2024-05-21,active
USR_0338,Mexico,retail,2024-10-31,inactive
USR_0339,Colombia,retail,2023-07-30,active
USR_0340,Colombia,sme,2024-03-13,active
USR_0341,Mexico,retail,2023-10-30,active
USR_0342,Mexico,sme,2024-03-18,active
USR_0343,Mexico,enterprise,2023-11-07,active
USR_0344,Mexico,sme,2024-05-21,active
USR_0345,Colombia,sme,2023-11-25,active
USR_0346,Mexico,sme,2024-01-19,active
USR_0347,Mexico,retail,2024-10-03,active
USR_0348,Colombia,sme,2023-12-03,active
USR_0349,Colombia,enterprise,2024-07-18,active
USR_0350,Colombia,sme,2023-12-11,inactive
USR_0351,Mexico,retail,2024-04-14,active
USR_0352,Colombia,sme,2024-10-25,inactive
USR_0353,Mexico,sme,2024-10-29,active
USR_0354,Mexico,sme,2024-07-14,active
USR_0355,Colombia,sme,2024-07-22,active
USR_0356,Colombia,enterprise,2024-10-07,active
USR_0357,Mexico,retail,2024-06-19,active
USR_0358,Mexico,sme,2024-09-14,inactive
USR_0359,Mexico,sme,2024-02-22,active
USR_0360,Colombia,sme,2024-07-25,active
USR_0361,Colombia,enterprise,2024-10-30,active
USR_0362,Mexico,sme,2023-10-18,active
USR_0363,Colombia,retail,2024-12-28,active
USR_0364,Mexico,retail,2023-07-30,active
USR_0365,Colombia,retail,2024-10-19,active
USR_0366,Mexico,sme,2024-12-17,active
USR_0367,Mexico,retail,2024-04-30,active
USR_0368,Mexico,retail,2023-11-19,active
USR_0369,Colombia,retail,2024-01-10,active
USR_0370,Mexico,enterprise,2024-01-26,inactive
USR_0371,Mexico,sme,2024-03-28,active
USR_0372,Mexico,sme,2024-12-16,active
USR_0373,Mexico,retail,2023-10-25,active
USR_0374,Colombia,retail,2023-09-01,inactive
USR_0375,Colombia,enterprise,2024-12-04,active
USR_0376,Colombia,sme,2024-12-16,active
USR_0377,Mexico,enterprise,2024-01-15,active
USR_0378,Colombia,sme,2024-10-31,active
USR_0379,Colombia,sme,2024-12-22,active
USR_0380,Mexico,sme,2024-03-12,active
USR_0381,Mexico,retail,2024-04-11,active
USR_0382,Colombia,enterprise,2024-02-04,active
USR_0383,Colombia,sme,2024-10-19,active
USR_0384,Colombia,enterprise,2024-10-18,active
USR_0385,Mexico,retail,2024-02-20,active
USR_0386,Mexico,sme,2024-09-16,active
USR_0387,Mexico,enterprise,2024-06-04,active
USR_0388,Colombia,sme,2023-12-02,active
USR_0389,Mexico,retail,2024-07-07,active
USR_0390,Colombia,sme,2024-01-23,active
USR_0391,Colombia,sme,2023-07-31,active
USR_0392,Mexico,retail,2024-05-31,active
USR_0393,Mexico,retail,2024-01-25,active
USR_0394,Mexico,sme,2023-07-29,active
USR_0395,Mexico,enterprise,2023-08-14,inactive
USR_0396,Mexico,sme,2023-09-06,active
USR_0397,Mexico,sme,2023-07-04,active
USR_0398,Mexico,sme,2024-06-08,active
USR_0399,Mexico,retail,2024-05-28,inactive
USR_0400,Mexico,sme,2023-07-11,inactive
USR_0401,Mexico,retail,2023-08-08,active
USR_0402,Colombia,retail,2024-03-02,active
USR_0403,Colombia,retail,2024-08-10,active
USR_0404,Mexico,sme,2024-05-26,active
USR_0405,Colombia,sme,2024-09-03,active
USR_0406,Colombia,retail,2023-12-03,active
USR_0407,Colombia,sme,2023-08-18,active
USR_0408,Mexico,retail,2023-09-24,active
USR_0409,Mexico,retail,2024-05-10,inactive
USR_0410,Mexico,retail,2024-01-12,active
USR_0411,Mexico,sme,2023-07-29,active
USR_0412,Mexico,retail,2024-08-30,active
USR_0413,Colombia,sme,2024-12-18,active
USR_0414,Mexico,sme,2024-05-10,active
USR_0415,Colombia,enterprise,2024-04-18,active
USR_0416,Colombia,retail,2023-12-21,active
USR_0417,Mexico,retail,2023-08-05,active
USR_0418,Colombia,enterprise,2024-11-28,active
USR_0419,Mexico,retail,2024-09-17,active
USR_0420,Colombia,sme,2024-06-10,active
USR_0421,Colombia,retail,2024-03-02,active
USR_0422,Colombia,retail,2023-08-19,active
USR_0423,Colombia,retail,2024-10-18,active
USR_0424,Mexico,retail,2023-09-09,active
USR_0425,Colombia,retail,2024-04-30,active
USR_0426,Colombia,sme,2024-03-12,active
USR_0427,Mexico,enterprise,2023-08-27,active
USR_0428,Colombia,sme,2023-07-31,active
USR_0429,Colombia,retail,2024-03-06,active
USR_0430,Mexico,retail,2023-12-09,active
USR_0431,Colombia,sme,2023-10-23,active
USR_0432,Mexico,retail,2024-11-10,active
USR_0433,Mexico,sme,2023-08-03,active
USR_0434,Mexico,sme,2024-11-13,inactive
USR_0435,Mexico,retail,2024-06-03,active
USR_0436,Mexico,enterprise,2024-03-12,active
USR_0437,Mexico,retail,2024-07-23,active
USR_0438,Colombia,sme,2024-02-23,active
USR_0439,Colombia,retail,2023-12-15,active
USR_0440,Colombia,sme,2023-11-05,active
USR_0441,Mexico,enterprise,2023-12-20,active
USR_0442,Colombia,enterprise,2023-08-31,active
USR_0443,Mexico,sme,2024-01-27,active
USR_0444,Colombia,sme,2024-04-15,active
USR_0445,Mexico,retail,2023-07-31,active
USR_0446,Mexico,retail,2024-04-21,active
USR_0447,Colombia,enterprise,2024-05-14,active
USR_0448,Colombia,retail,2024-02-19,inactive
USR_0449,Mexico,sme,2024-03-07,active
USR_0450,Colombia,retail,2023-07-04,active
USR_0451,Mexico,retail,2024-06-25,active
USR_0452,Colombia,enterprise,2024-01-07,active
USR_0453,Colombia,retail,2023-10-04,active
USR_0454,Mexico,retail,2023-07-25,active
USR_0455,Mexico,retail,2024-12-30,active
USR_0456,Mexico,retail,2024-07-25,active
USR_0457,Mexico,sme,2023-10-16,inactive
USR_0458,Mexico,retail,2023-11-04,active
USR_0459,Mexico,retail,2023-07-10,active
USR_0460,Mexico,retail,2023-07-05,active
USR_0461,Colombia,enterprise,2024-10-23,active
USR_0462,Colombia,retail,2023-09-13,active
USR_0463,Mexico,sme,2024-04-06,active
USR_0464,Colombia,sme,2024-08-08,active
USR_0465,Mexico,sme,2024-10-03,active
USR_0466,Mexico,sme,2024-05-09,active
USR_0467,Colombia,retail,2024-02-28,active
USR_0468,Mexico,retail,2024-12-23,inactive
USR_0469,Mexico,sme,2024-05-16,active
USR_0470,Colombia,retail,2023-09-04,active
USR_0471,Colombia,sme,2024-05-04,active
USR_0472,Colombia,retail,2024-09-30,active
USR_0473,Mexico,retail,2024-01-03,active
USR_0474,Mexico,retail,2023-11-19,active
USR_0475,Mexico,sme,2024-03-02,active
USR_0476,Colombia,retail,2024-12-19,active
USR_0477,Mexico,retail,2023-07-10,active
USR_0478,Mexico,retail,2024-02-12,active
USR_0479,Mexico,sme,2024-04-15,inactive
USR_0480,Colombia,sme,2024-01-13,active
USR_0481,Colombia,enterprise,2024-02-24,active
USR_0482,Mexico,sme,2024-07-14,active
USR_0483,Colombia,retail,2024-04-18,active
USR_0484,Mexico,sme,2024-12-27,active
USR_0485,Mexico,sme,2023-08-24,active
USR_0486,Colombia,retail,2024-04-11,inactive
USR_0487,Colombia,retail,2023-10-10,active
USR_0488,Colombia,sme,2024-10-16,active
USR_0489,Mexico,retail,2024-11-16,active
USR_0490,Mexico,sme,2024-07-17,inactive
USR_0491,Mexico,sme,2024-07-17,inactive
USR_0492,Colombia,retail,2023-07-23,active
USR_0493,Mexico,enterprise,2023-12-17,active
USR_0494,Colombia,retail,2023-09-16,active
USR_0495,Mexico,retail,2023-11-01,active
USR_0496,Mexico,sme,2024-09-20,active
USR_0497,Mexico,retail,2024-07-12,active
USR_0498,Mexico,enterprise,2024-08-24,active
USR_0499,Colombia,enterprise,2024-07-20,active
USR_0500,Mexico,enterprise,2023-12-11,active
USR_0501,Mexico,sme,2023-07-25,active
USR_0502,Colombia,sme,2023-07-18,active
USR_0503,Mexico,retail,2024-09-16,active
USR_0504,Mexico,sme,2023-09-09,active
USR_0505,Mexico,sme,2023-08-01,active
USR_0506,Mexico,retail,2023-08-28,active
USR_0507,Colombia,enterprise,2024-06-19,active
USR_0508,Mexico,retail,2024-07-17,active
USR_0509,Colombia,retail,2024-06-29,active
USR_0510,Colombia,sme,2024-05-05,active
USR_0511,Mexico,retail,2024-04-16,active
USR_0512,Colombia,enterprise,2024-03-14,inactive
USR_0513,Colombia,enterprise,2024-04-04,inactive
USR_0514,Mexico,retail,2024-09-14,inactive
USR_0515,Mexico,retail,2024-06-22,active
USR_0516,Mexico,retail,2024-07-26,active
USR_0517,Mexico,retail,2024-06-28,inactive
USR_0518,Colombia,enterprise,2024-06-20,active
USR_0519,Mexico,sme,2023-11-10,active
USR_0520,Mexico,retail,2024-07-30,active
USR_0521,Mexico,enterprise,2023-09-02,active
USR_0522,Mexico,retail,2024-11-23,active
USR_0523,Colombia,sme,2024-06-02,active
USR_0524,Mexico,sme,2024-06-05,active
USR_0525,Mexico,retail,2023-08-02,inactive
USR_0526,Colombia,sme,2024-10-29,active
USR_0527,Colombia,sme,2023-11-08,active
USR_0528,Mexico,retail,2023-11-18,active
USR_0529,Mexico,retail,2024-08-15,active
USR_0530,Colombia,retail,2024-06-28,active
USR_0531,Mexico,retail,2024-03-18,active
USR_0532,Mexico,sme,2024-07-13,active
USR_0533,Colombia,retail,2023-09-07,active
USR_0534,Mexico,retail,2024-05-11,active
USR_0535,Mexico,retail,2024-07-16,active
USR_0536,Colombia,enterprise,2024-03-23,active
USR_0537,Mexico,retail,2023-08-04,active
USR_0538,Colombia,enterprise,2024-05-14,active
USR_0539,Mexico,retail,2024-08-26,active
USR_0540,Colombia,sme,2024-05-26,active
USR_0541,Colombia,enterprise,2023-11-08,active
USR_0542,Colombia,retail,2024-07-20,active
USR_0543,Mexico,retail,2024-05-15,inactive
USR_0544,Colombia,retail,2024-07-29,inactive
USR_0545,Colombia,sme,2024-09-28,active
USR_0546,Colombia,sme,2024-09-03,active
USR_0547,Mexico,retail,2023-12-02,active
USR_0548,Mexico,retail,2024-02-09,active
USR_0549,Mexico,sme,2024-03-27,active
USR_0550,Mexico,sme,2023-09-28,active
USR_0551,Mexico,retail,2023-07-14,inactive
USR_0552,Colombia,sme,2023-12-28,active
USR_0553,Mexico,sme,2023-09-16,active
USR_0554,Colombia,sme,2023-09-23,active
USR_0555,Colombia,retail,2023-11-05,inactive
USR_0556,Colombia,retail,2023-07-23,active
USR_0557,Mexico,sme,2023-08-05,active
USR_0558,Colombia,sme,2024-07-23,active
USR_0559,Mexico,retail,2023-10-06,active
USR_0560,Mexico,sme,2023-08-04,active
USR_0561,Mexico,retail,2024-09-27,active
USR_0562,Mexico,retail,2023-11-24,active
USR_0563,Colombia,sme,2023-12-21,active
USR_0564,Colombia,sme,2024-04-16,active
USR_0565,Mexico,retail,2024-05-16,active
USR_0566,Mexico,retail,2023-08-26,active
USR_0567,Colombia,retail,2024-11-03,active
USR_0568,Colombia,enterprise,2023-08-02,active
USR_0569,Mexico,retail,2023-09-13,active
USR_0570,Colombia,sme,2024-12-31,active
USR_0571,Mexico,sme,2024-02-13,active
USR_0572,Colombia,retail,2023-09-21,active
USR_0573,Mexico,sme,2024-09-07,active
USR_0574,Mexico,retail,2024-05-01,active
USR_0575,Colombia,enterprise,2024-09-22,active
USR_0576,Colombia,sme,2023-09-27,active
USR_0577,Mexico,sme,2023-12-30,active
USR_0578,Mexico,sme,2024-01-06,active
USR_0579,Mexico,retail,2024-06-25,active
USR_0580,Colombia,retail,2024-09-21,active
USR_0581,Mexico,retail,2024-08-29,active
USR_0582,Mexico,retail,2024-05-30,active
USR_0583,Colombia,retail,2024-03-12,active
USR_0584,Colombia,retail,2024-07-19,active
USR_0585,Mexico,sme,2024-01-31,active
USR_0586,Mexico,sme,2023-11-04,active
USR_0587,Mexico,retail,2024-09-15,active
USR_0588,Colombia,retail,2024-11-22,active
USR_0589,Mexico,retail,2024-01-17,active
USR_0590,Mexico,sme,2024-02-01,active
USR_0591,Colombia,sme,2023-08-26,active
USR_0592,Colombia,retail,2024-06-18,inactive
