transaction_id,user_id,transaction_date,transaction_time,corridor,amount_usd,status,source_country,destination_country,user_segment
TXN_000101,USR_2622,2025-07-30,10:20:36,MXN_COP,4732.47,success,MX,CO,sme
TXN_000102,USR_3763,2025-09-27,09:39:07,USD_COP,1738.05,success,US,CO,retail
TXN_000103,USR_1998,2025-09-01,08:24:16,USD_COP,2774.04,success,US,CO,retail
TXN_000104,USR_2036,2025-08-08,10:05:05,USD_MXN,5829.71,success,US,MX,sme
TXN_000105,USR_2337,2025-12-04,13:56:32,MXN_COP,1685.31,success,MX,CO,retail
TXN_000106,USR_4911,2025-07-10,12:58:09,USD_MXN,2127.56,success,US,MX,retail
TXN_000107,USR_4226,2025-07-15,15:04:28,COP_USD,10130.47,success,CO,US,enterprise
TXN_000108,USR_3326,2025-12-11,11:25:42,USD_MXN,2936.94,success,US,MX,retail
TXN_000109,USR_3006,2025-07-23,17:45:42,COP_USD,963.64,success,CO,US,retail
TXN_000110,USR_2936,2025-10-12,19:42:11,USD_MXN,4215.49,success,US,MX,sme
TXN_000111,USR_3369,2025-09-30,17:08:53,USD_MXN,1293.56,failed,US,MX,retail
TXN_000112,USR_2873,2025-08-15,12:20:25,MXN_USD,7497.83,success,MX,US,sme
TXN_000113,USR_0202,2025-10-23,15:14:20,USD_MXN,6155.14,success,US,MX,sme
TXN_000114,USR_3282,2025-12-16,10:51:24,COP_USD,19898.18,success,CO,US,enterprise
TXN_000115,USR_4121,2025-11-05,18:58:43,USD_COP,2803.69,success,US,CO,retail
TXN_000116,USR_2204,2025-09-26,08:48:28,USD_COP,5402.94,success,US,CO,sme
TXN_000117,USR_1725,2025-09-19,11:40:48,USD_MXN,2805.51,success,US,MX,retail
TXN_000118,USR_2718,2025-11-18,14:50:58,USD_MXN,9098.47,success,US,MX,sme
TXN_000119,USR_3058,2025-07-30,15:18:17,USD_MXN,17704.09,success,US,MX,enterprise
TXN_000120,USR_4896,2025-10-22,13:50:03,USD_COP,3409.64,success,US,CO,sme
TXN_000121,USR_3463,2025-12-09,19:32:22,USD_MXN,4133.63,success,US,MX,retail
TXN_000122,USR_3311,2025-09-05,15:22:58,MXN_COP,11769.4,success,MX,CO,enterprise
TXN_000123,USR_3192,2025-09-30,15:33:34,USD_COP,1297.14,success,US,CO,retail
TXN_000124,USR_4426,2025-12-12,13:20:13,COP_USD,1240.43,success,CO,US,retail
TXN_000125,USR_3595,2025-11-24,10:35:28,USD_MXN,6449.97,success,US,MX,sme
TXN_000126,USR_3578,2025-10-27,19:19:04,USD_MXN,5916.35,success,US,MX,sme
TXN_000127,USR_3954,2025-12-05,15:58:45,MXN_COP,11335.42,success,MX,CO,enterprise
TXN_000128,USR_2542,2025-08-09,09:44:24,USD_MXN,5305.21,success,US,MX,sme
TXN_000129,USR_3925,2025-10-17,09:22:36,MXN_USD,886.34,success,MX,US,retail
TXN_000130,USR_0342,2025-08-03,08:36:24,COP_USD,4388.85,success,CO,US,sme
TXN_000131,USR_0455,2025-11-11,18:39:33,USD_MXN,2941.63,success,US,MX,retail
TXN_000132,USR_3364,2025-10-30,09:59:53,USD_COP,2410.58,success,US,CO,retail
TXN_000133,USR_1251,2025-07-11,15:10:35,MXN_COP,14459.98,success,MX,CO,enterprise
TXN_000134,USR_0751,2025-11-29,13:21:04,MXN_USD,5509.03,success,MX,US,sme
TXN_000135,USR_1525,2025-09-19,18:44:42,USD_MXN,2102.87,success,US,MX,retail
TXN_000136,USR_4227,2025-11-06,16:42:39,USD_MXN,6543.79,success,US,MX,sme
TXN_000137,USR_4091,2025-12-26,13:33:11,USD_MXN,19343.86,failed,US,MX,enterprise
TXN_000138,USR_0339,2025-08-26,14:48:46,MXN_USD,1058.5,success,MX,US,retail
TXN_000139,USR_3643,2025-10-26,13:07:24,MXN_COP,2003.45,success,MX,CO,retail
TXN_000140,USR_3158,2025-08-16,17:15:06,MXN_USD,3358.37,success,MX,US,retail
TXN_000141,USR_4823,2025-10-25,14:08:50,COP_USD,20835.7,success,CO,US,enterprise
TXN_000142,USR_1183,2025-10-24,14:34:17,MXN_COP,1386.34,success,MX,CO,retail
TXN_000143,USR_4460,2025-08-14,09:02:36,USD_COP,1943.1,success,US,CO,retail
TXN_000144,USR_1132,2025-07-04,13:24:12,USD_COP,2158.26,success,US,CO,retail
TXN_000145,USR_3811,2025-12-17,09:29:58,USD_MXN,31930.19,success,US,MX,enterprise
TXN_000146,USR_1772,2025-07-29,08:28:52,USD_MXN,22254.64,success,US,MX,enterprise
TXN_000147,USR_3501,2025-11-30,14:19:04,MXN_USD,2685.32,failed,MX,US,retail
TXN_000148,USR_2633,2025-09-06,09:36:24,USD_COP,3886.33,success,US,CO,sme
TXN_000149,USR_4806,2025-11-17,18:57:36,USD_MXN,9004.42,failed,US,MX,sme
TXN_000150,USR_0885,2025-09-26,18:12:33,MXN_USD,1260.93,success,MX,US,retail
TXN_000151,USR_3846,2025-10-15,09:56:25,COP_USD,7165.67,success,CO,US,enterprise
TXN_000152,USR_2467,2025-12-24,16:34:19,COP_USD,2629.92,success,CO,US,retail
TXN_000153,USR_2377,2025-07-03,10:37:12,MXN_COP,902.58,success,MX,CO,retail
TXN_000154,USR_1219,2025-07-11,16:55:02,COP_USD,1200.46,success,CO,US,retail
TXN_000155,USR_0975,2025-07-09,15:24:04,MXN_USD,2692.74,success,MX,US,retail
TXN_000156,USR_0796,2025-12-23,17:17:05,USD_MXN,4080.68,failed,US,MX,retail
TXN_000157,USR_3931,2025-08-09,10:57:02,USD_MXN,2145.6,success,US,MX,retail
TXN_000158,USR_0363,2025-11-24,15:27:32,COP_USD,971.53,success,CO,US,retail
TXN_000159,USR_0826,2025-10-08,18:37:59,USD_MXN,1549.61,success,US,MX,retail
TXN_000160,USR_2130,2025-12-17,17:31:42,USD_COP,1264.41,success,US,CO,retail
TXN_000161,USR_2065,2025-07-12,14:01:31,COP_USD,826.51,success,CO,US,retail
TXN_000162,USR_1248,2025-09-26,10:47:05,USD_MXN,5483.4,failed,US,MX,sme
TXN_000163,USR_1266,2025-09-17,12:28:21,COP_USD,6323.81,success,CO,US,sme
TXN_000164,USR_3192,2025-07-12,13:16:09,MXN_USD,5452.01,success,MX,US,sme
TXN_000165,USR_0029,2025-12-22,19:35:58,USD_MXN,1459.77,success,US,MX,retail
TXN_000166,USR_4834,2025-09-17,10:10:57,USD_MXN,3507.21,success,US,MX,sme
TXN_000167,USR_1824,2025-11-18,16:38:14,MXN_USD,7250.93,success,MX,US,sme
TXN_000168,USR_0989,2025-07-22,18:26:02,USD_MXN,4045.22,failed,US,MX,retail
TXN_000169,USR_4666,2025-09-22,13:18:56,MXN_USD,5276.87,success,MX,US,sme
TXN_000170,USR_2256,2025-12-10,08:24:23,COP_USD,3821.52,success,CO,US,sme
TXN_000171,USR_4445,2025-11-22,12:07:14,USD_COP,4768.47,success,US,CO,sme
TXN_000172,USR_2254,2025-08-29,17:02:19,USD_MXN,30015.16,success,US,MX,enterprise
TXN_000173,USR_0117,2025-09-22,11:08:37,USD_COP,1257.47,success,US,CO,retail
TXN_000174,USR_1390,2025-09-02,08:07:20,USD_COP,2862.23,success,US,CO,sme
TXN_000175,USR_0214,2025-07-11,16:32:59,MXN_USD,2805.22,failed,MX,US,retail
TXN_000176,USR_2721,2025-09-14,16:45:31,MXN_COP,5631.43,success,MX,CO,enterprise
TXN_000177,USR_0918,2025-10-05,09:32:32,USD_COP,22944.34,success,US,CO,enterprise
TXN_000178,USR_1896,2025-09-28,17:49:14,USD_MXN,1680.47,failed,US,MX,retail
TXN_000179,USR_0716,2025-11-11,16:05:08,USD_COP,866.94,success,US,CO,retail
TXN_000180,USR_0208,2025-08-31,11:46:58,COP_USD,1619.11,success,CO,US,retail
TXN_000181,USR_2135,2025-12-01,10:40:59,USD_COP,2396.08,success,US,CO,retail
TXN_000182,USR_3703,2025-10-30,10:54:45,MXN_COP,3012.82,success,MX,CO,sme
TXN_000183,USR_0312,2025-08-13,09:05:17,USD_COP,18932.1,success,US,CO,enterprise
TXN_000184,USR_0159,2025-08-04,13:14:32,MXN_USD,2957.94,success,MX,US,retail
TXN_000185,USR_1713,2025-08-06,11:27:43,USD_COP,2477.38,success,US,CO,retail
TXN_000186,USR_4391,2025-10-25,09:35:01,USD_COP,2094.88,success,US,CO,retail
TXN_000187,USR_2915,2025-11-02,19:02:44,USD_MXN,2517.31,success,US,MX,retail
TXN_000188,USR_4006,2025-09-25,17:43:13,MXN_COP,5297.02,success,MX,CO,sme
TXN_000189,USR_3217,2025-08-29,15:38:24,USD_COP,5813.11,success,US,CO,sme
TXN_000190,USR_4024,2025-09-04,10:36:04,USD_COP,1481.68,success,US,CO,retail
TXN_000191,USR_2892,2025-07-31,18:09:02,USD_COP,4710.12,success,US,CO,sme
TXN_000192,USR_1308,2025-07-20,15:42:11,COP_USD,5309.82,success,CO,US,sme
TXN_000193,USR_1743,2025-12-12,08:48:55,USD_MXN,3587.86,success,US,MX,retail
TXN_000194,USR_0282,2025-11-25,09:13:01,USD_COP,1026.68,success,US,CO,retail
TXN_000195,USR_0276,2025-08-28,12:32:48,USD_MXN,24824.43,success,US,MX,enterprise
TXN_000196,USR_3250,2025-08-12,09:24:49,MXN_USD,3292.21,success,MX,US,retail
TXN_000197,USR_2034,2025-11-28,11:15:49,USD_MXN,1685.84,success,US,MX,retail
TXN_000198,USR_2475,2025-12-04,13:04:46,USD_MXN,1608.02,success,US,MX,retail
TXN_000199,USR_1864,2025-11-22,17:07:46,MXN_COP,3854.2,failed,MX,CO,sme
TXN_000200,USR_2409,2025-07-01,10:30:15,MXN_COP,1879.48,success,MX,CO,retail
TXN_000201,USR_3829,2025-09-01,16:32:40,USD_MXN,4179.01,success,US,MX,retail
TXN_000202,USR_3554,2025-09-06,09:37:45,USD_COP,2832.77,success,US,CO,retail
TXN_000203,USR_2773,2025-09-21,18:00:23,MXN_COP,1020.93,success,MX,CO,retail
TXN_000204,USR_0736,2025-11-20,12:18:59,USD_MXN,7339.5,success,US,MX,sme
TXN_000205,USR_3849,2025-07-11,10:07:45,USD_COP,5712.88,success,US,CO,sme
TXN_000206,USR_0012,2025-08-17,09:05:27,USD_COP,807.69,success,US,CO,retail
TXN_000207,USR_2546,2025-08-13,11:14:42,USD_MXN,3459.38,success,US,MX,retail
TXN_000208,USR_0715,2025-07-21,14:42:54,MXN_COP,1992.68,success,MX,CO,retail
TXN_000209,USR_0373,2025-11-18,13:18:33,USD_COP,3331.66,success,US,CO,sme
TXN_000210,USR_4098,2025-12-03,10:07:15,USD_MXN,4127.38,success,US,MX,sme
TXN_000211,USR_3655,2025-09-27,18:06:30,USD_MXN,9515.91,success,US,MX,sme
TXN_000212,USR_1409,2025-08-11,15:35:19,USD_MXN,2573.17,success,US,MX,retail
TXN_000213,USR_1244,2025-08-16,18:12:54,USD_COP,2185.47,success,US,CO,retail
TXN_000214,USR_4816,2025-07-10,15:57:56,USD_MXN,9379.03,success,US,MX,sme
TXN_000215,USR_0146,2025-09-06,09:23:18,USD_COP,6755.87,success,US,CO,sme
TXN_000216,USR_4769,2025-12-30,09:04:46,MXN_COP,8363.97,success,MX,CO,enterprise
TXN_000217,USR_0650,2025-12-23,12:14:34,USD_MXN,25373.8,success,US,MX,enterprise
TXN_000218,USR_4009,2025-11-30,09:34:06,USD_MXN,3239.71,success,US,MX,retail
TXN_000219,USR_4132,2025-08-15,10:03:25,MXN_COP,1086.31,success,MX,CO,retail
TXN_000220,USR_0708,2025-11-08,16:07:32,USD_MXN,1763.97,success,US,MX,retail
TXN_000221,USR_1586,2025-07-05,19:26:31,USD_COP,1965.03,success,US,CO,retail
TXN_000222,USR_2662,2025-08-27,10:21:05,MXN_COP,1988.42,success,MX,CO,sme
TXN_000223,USR_1869,2025-07-30,11:07:21,USD_COP,2015.17,success,US,CO,retail
TXN_000224,USR_1932,2025-08-24,17:29:56,USD_COP,2599.06,failed,US,CO,retail
TXN_000225,USR_3944,2025-07-30,14:27:50,MXN_USD,3653.53,success,MX,US,sme
TXN_000226,USR_4896,2025-07-30,12:19:05,MXN_COP,2725.37,success,MX,CO,sme
TXN_000227,USR_1602,2025-08-07,11:33:13,USD_MXN,1420.59,success,US,MX,retail
TXN_000228,USR_0262,2025-09-13,10:51:22,USD_COP,7211.94,success,US,CO,sme
TXN_000229,USR_4138,2025-09-24,19:36:51,COP_USD,3117.45,success,CO,US,sme
TXN_000230,USR_0073,2025-12-05,15:41:29,USD_COP,2373.2,success,US,CO,retail
TXN_000231,USR_4362,2025-09-29,09:34:17,USD_MXN,33954.41,success,US,MX,enterprise
TXN_000232,USR_4918,2025-08-23,08:35:30,COP_USD,14100.75,success,CO,US,enterprise
TXN_000233,USR_0964,2025-12-16,13:24:12,COP_USD,3817.15,success,CO,US,sme
TXN_000234,USR_2495,2025-07-12,19:12:30,USD_MXN,2644.35,success,US,MX,retail
TXN_000235,USR_1954,2025-11-07,19:22:18,USD_COP,4432.3,success,US,CO,sme
TXN_000236,USR_3977,2025-07-11,09:30:55,USD_COP,12703.71,success,US,CO,enterprise
TXN_000237,USR_1639,2025-10-23,14:15:15,USD_MXN,12026.15,success,US,MX,enterprise
TXN_000238,USR_1509,2025-11-01,11:28:51,USD_MXN,8090.07,success,US,MX,sme
TXN_000239,USR_2646,2025-07-07,18:27:21,COP_USD,5841.17,success,CO,US,sme
TXN_000240,USR_0901,2025-08-31,18:20:53,MXN_USD,7225.89,success,MX,US,sme
TXN_000241,USR_4593,2025-12-28,09:36:44,USD_MXN,11544.51,success,US,MX,enterprise
TXN_000242,USR_4720,2025-08-21,14:52:25,USD_COP,3136.0,success,US,CO,sme
TXN_000243,USR_0017,2025-12-27,13:41:20,MXN_COP,5242.4,success,MX,CO,sme
TXN_000244,USR_4096,2025-11-07,19:47:28,MXN_COP,992.58,success,MX,CO,retail
TXN_000245,USR_3927,2025-08-03,15:58:21,COP_USD,5001.35,success,CO,US,sme
TXN_000246,USR_3577,2025-12-07,19:00:22,USD_COP,5901.14,failed,US,CO,sme
TXN_000247,USR_4328,2025-12-26,15:34:23,MXN_COP,597.62,success,MX,CO,retail
TXN_000248,USR_3563,2025-11-16,11:14:18,USD_COP,5806.85,success,US,CO,sme
TXN_000249,USR_1247,2025-10-04,15:09:37,USD_COP,935.89,success,US,CO,retail
TXN_000250,USR_1614,2025-09-11,09:14:49,MXN_COP,1837.54,success,MX,CO,sme
TXN_000251,USR_0770,2025-10-27,09:09:20,USD_MXN,1444.49,success,US,MX,retail
TXN_000252,USR_2231,2025-10-03,19:33:10,USD_COP,848.41,success,US,CO,retail
TXN_000253,USR_3244,2025-09-16,19:57:24,USD_MXN,4645.79,success,US,MX,sme
TXN_000254,USR_2545,2025-10-28,12:34:57,USD_MXN,3620.23,success,US,MX,retail
TXN_000255,USR_1760,2025-11-26,12:07:45,USD_MXN,3344.75,success,US,MX,retail
TXN_000256,USR_4309,2025-09-27,13:27:28,USD_MXN,3343.03,failed,US,MX,retail
TXN_000257,USR_2469,2025-10-03,10:22:23,MXN_COP,1094.66,success,MX,CO,retail
TXN_000258,USR_1305,2025-10-26,10:22:28,USD_COP,960.95,success,US,CO,retail
TXN_000259,USR_0449,2025-10-14,17:15:07,MXN_COP,2688.04,success,MX,CO,sme
TXN_000260,USR_0923,2025-09-02,17:33:42,USD_MXN,5676.5,success,US,MX,sme
TXN_000261,USR_3084,2025-11-14,11:35:21,MXN_COP,4852.97,success,MX,CO,sme
TXN_000262,USR_3896,2025-12-09,12:56:19,MXN_COP,2976.95,success,MX,CO,sme
TXN_000263,USR_1829,2025-10-19,11:19:09,USD_COP,23008.43,success,US,CO,enterprise
TXN_000264,USR_2321,2025-10-11,12:09:37,MXN_COP,7502.75,success,MX,CO,enterprise
TXN_000265,USR_2948,2025-07-14,10:23:36,USD_COP,5399.92,success,US,CO,sme
TXN_000266,USR_3391,2025-12-05,09:18:30,USD_MXN,3660.53,success,US,MX,sme
TXN_000267,USR_2067,2025-10-17,19:29:57,USD_MXN,27838.18,success,US,MX,enterprise
TXN_000268,USR_2811,2025-12-30,08:54:32,USD_COP,9050.51,success,US,CO,enterprise
TXN_000269,USR_0660,2025-08-26,19:53:44,COP_USD,1003.49,success,CO,US,retail
TXN_000270,USR_0500,2025-08-16,19:10:38,MXN_COP,12605.59,success,MX,CO,enterprise
TXN_000271,USR_1901,2025-10-15,08:29:53,USD_COP,3865.35,success,US,CO,sme
TXN_000272,USR_2097,2025-08-04,17:50:04,MXN_COP,16008.36,success,MX,CO,enterprise
TXN_000273,USR_2979,2025-10-08,13:25:03,USD_COP,862.14,success,US,CO,retail
TXN_000274,USR_1620,2025-09-08,16:53:45,USD_COP,2123.01,success,US,CO,retail
TXN_000275,USR_0163,2025-12-05,15:43:41,MXN_COP,997.14,success,MX,CO,retail
TXN_000276,USR_0841,2025-11-15,13:30:41,USD_MXN,3711.09,success,US,MX,retail
TXN_000277,USR_4001,2025-09-22,09:57:42,USD_COP,9936.79,success,US,CO,enterprise
TXN_000278,USR_0944,2025-11-20,09:31:55,MXN_COP,12308.84,success,MX,CO,enterprise
TXN_000279,USR_3671,2025-10-28,16:36:57,MXN_USD,27599.2,success,MX,US,enterprise
TXN_000280,USR_0425,2025-11-24,10:24:20,USD_MXN,2966.86,success,US,MX,retail
TXN_000281,USR_1688,2025-11-04,17:56:06,USD_MXN,3203.83,success,US,MX,retail
TXN_000282,USR_1518,2025-08-12,16:38:21,USD_MXN,2778.84,success,US,MX,retail
TXN_000283,USR_0098,2025-09-23,12:01:21,USD_COP,6749.88,success,US,CO,sme
TXN_000284,USR_4667,2025-12-14,13:11:23,COP_USD,5662.67,success,CO,US,sme
TXN_000285,USR_1092,2025-09-01,08:31:06,USD_COP,22762.37,success,US,CO,enterprise
TXN_000286,USR_3049,2025-10-28,15:20:14,MXN_COP,1964.92,success,MX,CO,retail
TXN_000287,USR_1578,2025-10-21,09:24:55,USD_COP,1793.85,success,US,CO,retail
TXN_000288,USR_4403,2025-12-27,14:24:58,USD_COP,14157.35,success,US,CO,enterprise
